id,date,month,day_of_week,mood,call,sms,screen,circumplex.arousal,activity,circumplex.valence,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.01,2014-03-30,3,7,30.0,,,4523.2140009403265,-2.0,0.6873015873015881,3.0,414.36500000000007,1298.505,1535.6770000000001,,,,74.003,167.685,,66.477,38.296,
AS14.01,2014-03-31,3,1,37.0,6.0,,11836.834000349041,0.0,1.6921315412013491,3.0,2961.4049999999997,5332.637000000001,1758.92,41.255,51.176,,268.55400000000003,1350.655,183.381,29.29,210.305,
AS14.01,2014-04-01,4,2,30.0,1.0,,17173.906002044678,1.0,2.842637825105664,0.0,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.6209999999999,,517.636,
AS14.01,2014-04-02,4,3,26.0,4.0,,21358.510999917988,1.0,2.4459986553173634,2.0,3614.349,6920.155999999999,1343.376,247.77700000000002,,90.481,541.541,3428.792,,,341.371,
AS14.01,2014-04-03,4,4,32.0,4.0,,21401.835000753403,-6.0,1.1817233450025857,0.0,2321.464,14438.081999999999,1293.6309999999999,76.234,,,213.90200000000002,3154.241,19.082,,182.77200000000002,
AS14.01,2014-04-04,4,5,31.0,2.0,1.0,12379.411000013357,1.0,3.0405434689758195,2.0,1957.8290000000002,5481.628,1545.227,,,,176.80100000000002,2086.197,158.24099999999999,,128.692,
AS14.01,2014-04-05,4,6,34.0,,,3340.4309999942784,-2.0,2.856055252882692,3.0,15159.189999999999,1885.409,76.369,,,,81.133,363.20799999999997,187.94500000000002,,118.956,
AS14.01,2014-04-06,4,7,26.0,4.0,,7467.321999788283,-3.0,1.5457871866192352,2.0,4548.662,3355.743,187.214,,114.406,,119.12,321.46,,,46.249,
AS14.01,2014-04-07,4,1,26.0,1.0,,9846.380999803541,-2.0,1.2160949081836292,1.0,927.377,7355.014999999999,447.12100000000004,46.128,,17.107,170.348,1475.418,60.247,,205.81100000000004,
AS14.01,2014-04-08,4,2,33.0,1.0,,15101.13200187683,-2.0,1.807849398272364,1.0,892.6890000000001,9477.553,3466.4790000000003,19.131,,,209.51399999999995,2655.121,,,36.143,
AS14.01,2014-04-09,4,3,37.0,4.0,,13558.28900098801,-4.0,2.8892187487758902,4.0,1638.6170000000002,6177.076,940.7699999999999,,,,346.654,2826.3500000000004,,,577.359,
AS14.01,2014-04-10,4,4,37.0,7.0,,9296.09899926186,-2.0,1.8951145246773855,4.0,715.3549999999999,4881.411,1858.893,,1.059,23.195,107.91900000000001,1174.717,,,377.687,
AS14.01,2014-04-11,4,5,35.0,,,10526.846000194553,-6.0,1.9196688497534526,4.0,3369.031,3336.5920000000006,1976.138,94.093,,,51.452,596.807,34.234,,214.648,
AS14.01,2014-04-12,4,6,29.0,,,11750.809000968926,-3.0,1.733977475287636,3.0,302.4459999999999,6595.083,2186.482,,,,79.033,264.432,5.031,,352.392,
AS14.01,2014-04-13,4,7,32.0,,,2005.7509992122657,-5.0,0.33651189490489736,4.0,447.41499999999985,1096.7949999999998,249.392,82.413,,,94.20899999999999,34.501999999999995,,,,
AS14.01,2014-04-14,4,1,36.0,1.0,1.0,17985.44799923897,-6.0,2.0132955472772207,3.0,961.5809999999999,6486.284000000001,6265.5560000000005,89.32300000000001,,,145.09600000000003,2921.985,29.104,,986.014,
AS14.01,2014-04-15,4,2,32.0,8.0,1.0,13585.222998380666,0.0,2.1626916667374063,4.0,1596.356,6224.231,944.5219999999999,13.043,,,110.415,4428.210000000001,8.363,,279.79299999999995,
AS14.01,2014-04-16,4,3,36.0,,1.0,12522.474998950958,3.0,2.7866480670509333,1.0,923.613,5175.0160000000005,426.734,,,,40.784,1912.8519999999999,,,223.58700000000002,
AS14.01,2014-04-17,4,4,33.0,2.0,,15018.480000734338,-2.0,1.3660285601303237,3.0,552.201,11853.339,142.241,,,,53.763000000000005,2107.1459999999997,,,49.718,
AS14.01,2014-04-18,4,5,34.0,1.0,,13490.728999614706,-4.0,2.256792160679426,4.0,1860.8979999999997,5341.656999999999,774.354,119.163,,,47.788999999999994,1993.9220000000003,63.873999999999995,,88.68,
AS14.01,2014-04-19,4,6,39.0,1.0,,13293.2480006218,-1.0,2.3863658813721664,5.0,946.1899999999999,2728.26,469.274,95.629,29.084,,31.482,396.672,128.89,,305.796,
AS14.01,2014-04-20,4,7,29.0,2.0,2.0,8343.518000364305,-1.0,1.7207735899916674,3.0,897.086,4984.723999999999,727.492,10.606,,,34.202,2237.742,,,121.03500000000001,
AS14.01,2014-04-21,4,1,38.0,2.0,,3832.9909992218018,-1.0,2.448985415237932,5.0,3442.2319999999995,2004.3470000000002,74.88000000000001,33.266,,,58.04899999999999,428.97200000000004,68.278,,210.88199999999998,
AS14.01,2014-04-22,4,2,37.0,2.0,,15490.269999265669,1.0,2.206309243735009,5.0,2212.9539999999997,11360.913,1101.017,38.453,,,63.16,1422.5479999999998,,,423.21500000000003,
AS14.01,2014-04-23,4,3,38.0,1.0,,14535.339999437332,1.0,1.1036565392103728,5.0,1130.8419999999999,8928.472000000002,347.427,18.051,,,42.398,526.598,,,246.944,
AS14.01,2014-04-24,4,4,38.0,1.0,,22086.478000164043,-2.0,1.2216717166568232,5.0,1466.2710000000002,9692.133000000002,4464.975,209.937,,,31.933,2688.5360000000005,51.184,,716.1970000000001,
AS14.01,2014-04-25,4,5,36.0,2.0,1.0,13973.941999673843,-1.0,2.6174655272838594,4.0,817.613,7279.144,650.8319999999999,21.070999999999998,,,68.847,2227.694,63.315999999999995,,347.97400000000005,
AS14.01,2014-04-26,4,6,38.0,3.0,4.0,15482.018999338148,-1.0,4.927721747357405,5.0,864.5190000000001,2567.857,125.556,27.266999999999996,,,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,
AS14.01,2014-04-27,4,7,30.0,,,5700.562000036243,0.0,0.6705363235772013,5.0,1291.3139999999999,2431.4979999999996,1510.221,,,,1056.6839999999997,27.47,,,60.337999999999994,
AS14.01,2014-04-28,4,1,38.0,2.0,,10807.829999685284,-4.0,0.4722077409215736,4.0,1312.001,4697.372,1548.4379999999999,465.253,,,72.584,2423.9329999999995,,,380.1930000000001,
AS14.01,2014-04-29,4,2,35.0,,,7873.291999101639,-1.0,2.4661979647081074,3.0,5289.9130000000005,3834.645,1562.533,,333.305,,40.471999999999994,411.485,41.982,,410.436,
AS14.01,2014-04-30,4,3,39.0,1.0,,9175.6049990654,-2.0,3.6252350169779337,3.0,844.9630000000002,3550.6180000000004,504.862,375.022,,,185.78300000000002,89.16599999999998,272.798,,112.295,
AS14.01,2014-05-01,5,4,40.0,7.0,4.0,15516.951998472214,-2.0,0.8895664355437689,5.0,1876.1129999999998,8191.41,470.866,1321.104,,28.098,44.43,4918.942,,,269.56899999999996,
AS14.01,2014-05-02,5,5,38.0,,,15088.519000768661,-1.0,1.8561844631226165,4.0,795.436,7925.918,352.88800000000003,1069.748,,,32.443,771.266,,,11.083,
AS14.01,2014-05-03,5,6,40.0,,1.0,8186.036000728605,-1.0,1.7217812374841293,5.0,753.2569999999998,4539.775999999999,2761.9500000000003,296.313,,,40.568999999999996,205.60199999999998,143.631,30.102,125.60500000000002,
AS14.01,2014-05-04,5,7,32.0,,,5889.194999456405,-2.0,2.860027975917806,4.0,1758.4379999999999,3381.6890000000003,928.4060000000001,,,,35.525000000000006,494.677,,,,
AS14.01,2014-05-05,5,1,,,,1788.7339999675771,,0.0862685499731807,,438.34700000000004,826.787,318.514,,,,,25.104,,,264.331,
AS14.02,2014-02-17,2,1,,4.0,2.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-18,2,2,,3.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-19,2,3,,6.0,3.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-20,2,4,,2.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-21,2,5,,6.0,3.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-22,2,6,,4.0,5.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-23,2,7,,4.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-24,2,1,,7.0,2.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-25,2,2,,9.0,2.0,,,,,,,,,,,,,,,,
AS14.02,2014-02-26,2,3,,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-27,2,4,,9.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-28,2,5,,9.0,3.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-01,3,6,,3.0,2.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-02,3,7,,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-03,3,1,,4.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-04,3,2,,9.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-05,3,3,,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-06,3,4,,12.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-07,3,5,,5.0,3.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-08,3,6,,11.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-09,3,7,,4.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-10,3,1,,11.0,4.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-11,3,2,,6.0,4.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-12,3,3,,7.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-13,3,4,,3.0,1.0,,,,,,,,,,,,,,,,
AS14.02,2014-03-14,3,5,,6.0,,1605.1650004386909,,,,157.953,1025.031,160.458,,,,223.087,28.631,,,,
AS14.02,2014-03-15,3,6,,7.0,,5309.255001068115,,,,2421.109,2198.703,351.694,,,,,,125.69999999999999,,,
AS14.02,2014-03-16,3,7,19.0,4.0,1.0,4902.626999616626,0.0,,0.0,2437.046,3151.8289999999997,88.392,,,,408.106,181.591,,,,
AS14.02,2014-03-17,3,1,27.0,4.0,,10159.769001245493,2.0,1.17647890465228,2.0,1229.347,4518.116,2511.178,,,,103.69899999999998,103.02799999999999,,,,
AS14.02,2014-03-18,3,2,41.0,15.0,1.0,4512.4710013866425,3.0,5.267625222130501,4.0,2604.5209999999997,3933.081,88.943,,,,88.72200000000001,212.36399999999998,,,,
AS14.02,2014-03-19,3,3,34.0,5.0,1.0,8182.757000207905,2.0,7.575162164415436,2.0,1554.558,2596.9889999999996,196.13899999999998,,,,105.536,47.815,567.165,,,
AS14.02,2014-03-20,3,4,29.0,10.0,1.0,4360.33400130272,-2.0,5.736599045048337,3.0,1777.9769999999999,2154.3709999999996,148.18,,,,86.857,131.59799999999998,,,,
AS14.02,2014-03-21,3,5,30.0,10.0,1.0,11155.850999116894,-3.0,6.951070197602579,3.0,2230.303,2858.4460000000004,459.604,,,,37.944,388.02099999999996,442.29600000000005,,,
AS14.02,2014-03-22,3,6,26.0,25.0,1.0,7589.562002897265,-4.0,10.705048483989632,-2.0,1930.266,1852.2560000000003,662.9110000000001,,,,43.204,408.667,780.617,,,
AS14.02,2014-03-23,3,7,25.0,8.0,1.0,4528.527000665666,-4.0,5.393943140670648,0.0,894.5060000000001,1839.899,388.098,,,,61.865,171.994,1263.1889999999996,,,
AS14.02,2014-03-24,3,1,32.0,5.0,,2766.6489994525905,1.0,3.746991900035999,-1.0,1073.496,3012.181000000001,532.013,,,,81.80799999999999,232.80100000000002,,,,
AS14.02,2014-03-25,3,2,31.0,7.0,,4637.388000011446,-5.0,5.5323277165548905,3.0,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,
AS14.02,2014-03-26,3,3,36.0,5.0,,6069.630000829695,-6.0,7.054883097740211,2.0,1736.744,2533.8489999999997,767.145,,,,41.95,1562.0230000000001,,,,
AS14.02,2014-03-27,3,4,29.0,3.0,,5746.980998754501,0.0,5.492376214131624,2.0,2267.124,2997.043,490.78100000000006,,,,731.853,81.366,,,67.16300000000001,
AS14.02,2014-03-28,3,5,34.0,8.0,2.0,3969.580999135972,-3.0,6.278359873875348,3.0,1053.115,1245.127,707.6400000000001,,,,125.66900000000001,2717.215,,,,
AS14.02,2014-03-29,3,6,29.0,4.0,,4403.242997646334,-3.0,10.37926452144948,1.0,17416.28,2141.489,1063.268,,,,52.841,523.8539999999999,501.644,,,
AS14.02,2014-03-30,3,7,28.0,10.0,1.0,3937.041998863219,-4.0,5.56340810226126,3.0,772.787,1110.856,1278.594,,,,113.22800000000001,322.901,,,,
AS14.02,2014-03-31,3,1,36.0,14.0,2.0,4774.1459991931915,-4.0,3.752950167942637,2.0,1186.299,2481.3219999999997,354.96500000000003,,,,81.741,2038.631,,,,
AS14.02,2014-04-01,4,2,37.0,2.0,1.0,3297.737997055054,-1.0,6.287052772537307,4.0,2790.014,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,
AS14.02,2014-04-02,4,3,32.0,2.0,,6883.828001737594,-3.0,7.658893483191204,-1.0,1964.21,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,
AS14.02,2014-04-03,4,4,23.0,2.0,,6814.300000905989,-1.0,7.740140157839727,0.0,1269.299,3595.4309999999996,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,
AS14.02,2014-04-04,4,5,32.0,5.0,,3653.3700008392334,-6.0,5.454488558615051,1.0,1121.689,2809.436,809.7279999999998,,,,148.852,141.32,,,,
AS14.02,2014-04-05,4,6,37.0,9.0,1.0,13067.926001548763,0.0,7.726073339532606,3.0,1957.0870000000004,2309.659,794.484,,,,100.89699999999999,258.611,388.071,,,
AS14.02,2014-04-06,4,7,18.0,6.0,,3649.9679985046396,-4.0,3.4433523225736393,-5.0,576.385,1224.322,618.98,,,,30.011000000000003,391.54200000000003,,,,
AS14.02,2014-04-07,4,1,34.0,2.0,,6366.526998281479,0.0,3.276569625506389,3.0,1482.948,3761.1790000000005,737.9159999999999,,,,106.148,2008.184,,,,
AS14.02,2014-04-08,4,2,25.0,10.0,1.0,4079.1519994735736,-1.0,6.286824902917536,2.0,1184.7780000000002,2265.855,193.47999999999996,,,,134.434,636.2529999999999,,,,
AS14.02,2014-04-09,4,3,29.0,12.0,1.0,5757.426000595091,-2.0,5.933036353077366,1.0,1427.022,2255.545,627.236,,,,61.397,294.321,,,,
AS14.02,2014-04-10,4,4,29.0,1.0,1.0,7844.238998651505,1.0,6.258014492239036,3.0,1303.452,2726.237,695.324,,,,141.214,566.807,525.1129999999999,,2.045,
AS14.02,2014-04-11,4,5,26.0,7.0,1.0,5810.030001163482,-2.0,10.187554255402485,2.0,1548.192,2343.7930000000006,700.7239999999999,,,,136.128,319.645,630.9290000000001,,,
AS14.02,2014-04-12,4,6,6.0,6.0,1.0,3658.8190011978145,-2.0,9.079241599489027,-1.0,1826.668,1516.767,,,,,11.016,157.19199999999998,362.185,,6.986,
AS14.02,2014-04-13,4,7,36.0,1.0,,2174.8709976673135,-3.0,6.955682838787199,2.0,510.91299999999995,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,
AS14.02,2014-04-14,4,1,32.0,8.0,7.0,2773.043000936509,3.0,4.4897772041310695,4.0,809.9720000000002,1822.4769999999999,95.772,,,,21.182,56.817,,,84.488,
AS14.02,2014-04-15,4,2,29.0,14.0,1.0,701.2870004177096,-2.0,2.083546598144249,2.0,98.26600000000002,445.9169999999999,19.658,,,,,25.386000000000003,,,,
AS14.02,2014-04-16,4,3,20.0,16.0,1.0,109.28399968147278,-1.0,0.7065527065527069,1.0,125.13300000000001,,,,,,,,,,,
AS14.02,2014-04-17,4,4,26.0,10.0,7.0,41.23499965667722,1.0,0.940170940170941,0.0,2.007,37.601,,,,,,,,,,
AS14.02,2014-04-18,4,5,26.0,3.0,,,0.0,,0.0,,,,,,,,,,,,
AS14.02,2014-04-19,4,6,17.0,1.0,,187.3220000267031,-2.0,0.5,-1.0,10.09,72.341,,,,,,,,,,
AS14.02,2014-04-20,4,7,15.0,9.0,3.0,,-2.0,,0.0,,,,,,,,,,,,
AS14.02,2014-04-21,4,1,11.0,8.0,,,-1.0,,-1.0,,,,,,,,,,,,
AS14.02,2014-04-22,4,2,17.0,15.0,2.0,13.08000016212468,-4.0,0.15,-1.0,,,,,,,,106.887,,,,
AS14.02,2014-04-23,4,3,11.0,7.0,1.0,,0.0,0.142857142857143,1.0,,,,,,,,,,,,
AS14.02,2014-04-24,4,4,14.0,,,,-1.0,0.0344827586206897,-1.0,,,,,,,,,,,,
AS14.02,2014-04-25,4,5,9.0,,,,-1.0,,1.0,,,,,,,,,,,,
AS14.03,2014-02-17,2,1,,,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-18,2,2,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-19,2,3,,2.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-20,2,4,,1.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-21,2,5,,16.0,2.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-22,2,6,,10.0,5.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-23,2,7,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-24,2,1,,1.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-26,2,3,,,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-27,2,4,,1.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-02-28,2,5,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-01,3,6,,7.0,3.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-02,3,7,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-03,3,1,,1.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-05,3,3,,1.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-07,3,5,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-08,3,6,,2.0,3.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-09,3,7,,,3.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-10,3,1,,4.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-11,3,2,,3.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-13,3,4,,3.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-14,3,5,,22.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-15,3,6,,5.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-16,3,7,,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-03-17,3,1,,5.0,2.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-18,3,2,,1.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-19,3,3,,2.0,2.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-20,3,4,,11.0,1.0,,,,,,,,,,,,,,,,
AS14.03,2014-03-21,3,5,18.0,5.0,2.0,1664.9540009498596,2.0,,4.0,168.055,1724.7390000000003,946.017,,,10.046,543.588,,,,,
AS14.03,2014-03-22,3,6,39.0,8.0,1.0,2643.5370004177103,4.0,2.4880480123861193,5.0,482.088,458.49499999999995,3915.524,,,,89.216,,168.54500000000002,,4.35,
AS14.03,2014-03-23,3,7,41.0,1.0,1.0,5048.337000608444,-1.0,2.405920761461081,6.0,492.57600000000014,1503.1219999999998,1741.3909999999996,36.364,,161.998,251.529,,275.405,,,44.854
AS14.03,2014-03-24,3,1,39.0,3.0,,6248.045999526979,-3.0,2.177765338117608,7.0,92.246,2282.336,3908.0429999999997,105.217,,125.32500000000002,851.0169999999998,,,11.064,5.136,
AS14.03,2014-03-25,3,2,39.0,6.0,1.0,3791.1120002269754,-2.0,3.186438852563808,6.0,1044.4950000000003,1305.098,1351.4160000000002,447.543,,141.076,133.63,,,47.324,28.843,
AS14.03,2014-03-26,3,3,33.0,1.0,,3985.9769988059993,2.0,2.1876768273672984,4.0,118.63900000000001,1294.7890000000002,2355.8729999999996,87.141,,20.684,72.68,,12.84,7.649,,
AS14.03,2014-03-27,3,4,31.0,3.0,1.0,3275.6320016384116,1.0,2.4766980887695396,2.0,588.336,931.6619999999999,1653.7569999999998,,,13.437,60.032,,,,17.490000000000002,
AS14.03,2014-03-28,3,5,32.0,3.0,,3250.441998243332,-2.0,2.512302911497597,6.0,277.526,940.879,3351.7909999999997,,,46.206,246.37600000000003,,,63.787000000000006,7.045,
AS14.03,2014-03-29,3,6,43.0,,1.0,2261.391000509263,-1.0,3.9210561062076152,8.0,19.31,152.928,2529.228,49.371,,,104.425,,,,,
AS14.03,2014-03-30,3,7,42.0,1.0,,3568.718999385834,-1.0,3.7869664511336127,5.0,12.869,1223.623,2039.814,,,26.284,186.05399999999997,,,35.267,,31.955000000000002
AS14.03,2014-03-31,3,1,37.0,3.0,1.0,9398.243999958038,2.0,2.007206030292209,3.0,2044.996,4412.6849999999995,1699.4680000000003,77.49100000000001,,,98.786,,,,5.16,
AS14.03,2014-04-01,4,2,38.0,2.0,,3205.793999433517,2.0,2.3379441635114633,2.0,543.6630000000001,711.7979999999999,1626.5539999999999,58.641,,62.49,203.23399999999998,,,,,
AS14.03,2014-04-02,4,3,37.0,2.0,,3364.2400007247934,1.0,1.888515318885996,3.0,854.198,820.558,1981.5039999999997,65.43900000000001,,18.698999999999998,98.842,,54.144999999999996,,,
AS14.03,2014-04-03,4,4,39.0,1.0,,2312.74599981308,0.0,2.0072749055996097,5.0,19586.765999999992,685.184,2093.16,72.10300000000001,,,91.237,,,20.192,29.197000000000003,
AS14.03,2014-04-04,4,5,39.0,,3.0,3231.4439988136282,1.0,2.0905574499902304,7.0,617.0930000000001,804.0909999999999,1371.565,47.284,,6.163,902.6700000000001,,,315.509,,
AS14.03,2014-04-05,4,6,38.0,6.0,,3852.661998987194,6.0,2.7462705031112713,5.0,263.05899999999997,1110.404,2295.814,,,106.48599999999999,60.862,,19.695999999999998,,,
AS14.03,2014-04-06,4,7,34.0,,,6028.5489985942895,1.0,1.8425283716456893,4.0,11.062999999999999,730.3430000000001,4234.2,,,,1024.5929999999998,,,23.094,,
AS14.03,2014-04-07,4,1,37.0,2.0,,5035.644999742507,1.0,3.457534482936711,5.0,596.011,1787.4450000000002,2513.8120000000004,88.197,,124.68100000000001,72.08200000000001,,,82.764,,
AS14.03,2014-04-08,4,2,37.0,2.0,1.0,4475.891999959949,2.0,2.4919413351687485,6.0,873.53,683.3639999999999,1307.637,27.089,,1494.864,70.913,,,11.128,,
AS14.03,2014-04-09,4,3,39.0,,,1773.7219996452322,3.0,2.2109335993253256,5.0,23.843000000000004,763.865,984.3600000000001,31.735,,16.27,74.42,,,50.254,,
AS14.03,2014-04-10,4,4,37.0,,2.0,7018.261001348491,2.0,2.593593578764668,5.0,103.68900000000001,1778.979,2776.3279999999995,,,5.217,95.092,13.22,,2239.937,,
AS14.03,2014-04-11,4,5,38.0,,,4983.920999288562,1.0,2.8845139985223724,5.0,102.15899999999999,1698.898,3128.489,17.149,,9.16,354.09200000000004,,,28.343,4.513,
AS14.03,2014-04-12,4,6,23.0,6.0,,2492.817999362946,1.0,3.0488962145108287,3.0,19477.059,229.648,12054.725999999999,,,,1072.477,,,21.096,9.33,
AS14.03,2014-04-13,4,7,37.0,1.0,1.0,7752.552998781203,1.0,1.8753010119888431,5.0,1391.461,2391.052,3217.9339999999997,,,643.756,4335.307,,,,,
